Predicted,Id
-61.25069378712948,117
-10017.947185509916,118
-1764.1548193845783,119
-4668.599521607743,120
-12984.740289285097,121
-7342.760292020335,122
-3817.744022821497,123
-6584.7401920320235,124
-1572.629790277011,125
-2360.39698364542,126
-3641.277474084384,127
-351.2739952975803,128
-1696.8348583749266,129
-3784.84975933324,130
-1747.7607942536642,131
-1708.4458255624436,132
-1949.0296540227066,133
-235.90564329347097,134
-237.9256388629072,135
-3004.7077333555217,136
-3496.2967941216475,137
-767.7975690769925,138
-516.3724861057051,139
-2043.3630139089935,140
-4304.022033950836,141
-2095.581569308877,142
-1828.5647549434173,143
-3888.4197166445156,144
-7574.82347244452,145
-1415.7868482883225,146
-5826.404257544601,147
-1373.1457246177033,148
-3457.0347281441136,149
-3704.301635880303,150
-2994.556926417915,151
-1824.3366691123779,152
-447.36363174247526,153
-664.3281735889035,154
-1137.947313132264,155
-2935.7855657757414,156
-4332.924434694356,157
-4142.047388314249,158
-3799.7316479647156,159
-1965.073570331323,160
-2481.178333463684,161
-28.657753227345893,162
-4016.924504046523,163
-8954.586033879466,164
-6352.593334207853,165
-3308.20216079345,166
-1737.667926497914,167
-3828.094696418827,168
-792.7696066300769,169
-1863.152382040566,170
-2164.9967982147195,171
-1392.47375550647,172
-6626.974286777562,173
-6948.26105003876,174
14.018008574722947,175
-889.7349332800353,176
-686.3883573125919,177
-2419.7012612048306,178
-1218.430742236978,179
-324.4070789616471,180
82.41495562020457,181
-56.40558426857223,182
-2965.4810638746603,183
-5875.730960640639,184
-3529.015423369089,185
-656.0261384007739,186
-923.8281905169948,187
-654.7995400208405,188
-4942.7819878181135,189
-440.88473879744913,190
-2341.7479764828886,191
-4798.458382896492,192
-3476.4836387139817,193
-1085.0195990810053,194
-2933.673707149937,195
-3616.335504898185,196
-5763.195974515182,197
-2163.920493914188,198
-1527.6645178772756,199
-428.7100470115607,200
-4437.400523493809,201
-1975.5548333172187,202
-7588.213813283653,203
-3103.0261847118336,204
-1311.8279231210774,205
-7018.443177978011,206
-1471.5905031948157,207
-7118.735873862175,208
-4945.624483774357,209
1523.6010818989603,210
-501.1555351026861,211
-790.2468949537138,212
-3238.887738401256,213
-6980.342142602282,214
-105.6984731349922,215
-2754.650792804798,216
-3106.1559157736433,217
-797.450589485294,218
484.49595034078266,219
-3048.002413861269,220
-1171.9287832240616,221
-3743.4754543005524,222
-9247.828730367359,223
-4813.297349505594,224
-426.74323771131907,225
-65.27111820322753,226
-735.3388609129241,227
-1652.0815497534509,228
-658.6576794008969,229
-5968.217520240259,230
-1071.2512954479546,231
-5375.458114517366,232
-4806.66029573897,233
-2941.3858596203786,234
-1058.9670660338804,235
-5706.776110783992,236
-3431.965885867735,237
-2264.638422264782,238
-2236.867290464866,239
-3597.730745307824,240
-267.6596738010526,241
-4902.03747477662,242
-4879.687095517995,243
-1997.110730134368,244
-2322.222453897183,245
-760.8015659865537,246
-1038.0610469867092,247
-3233.805488519827,248
-453.1062699871582,249
-1860.0956235079807,250
-1020.508378607953,251
-2377.0656021149694,252
-4531.197318472541,253
-1323.3986410226435,254
-1356.9692564259853,255
-1552.0589147270239,256
-2018.3419111867672,257
-6452.3691723209395,258
-926.1035749836581,259
-11445.225794836615,260
-4047.9925825251107,261
-1215.8603099211916,262
-170.83895641939665,263
-2659.6707314656546,264
-120.91170436420471,265
-2439.4996470545652,266
-5894.707653702048,267
-2270.408688474372,268
-4297.7985466052405,269
-2782.520784151357,270
-5556.280833147987,271
-3606.5255988672825,272
-888.4710979853389,273
-1949.3555572226824,274
-863.0194586706021,275
-2622.183025547407,276
-873.7825596496024,277
-860.4697894392648,278
-2008.6017779922288,279
-2481.823445455682,280
69.98222105019289,281
-1079.1122379598373,282
-2160.158010983963,283
-1619.7496974268288,284
-4366.472677443812,285
-1328.4602374026526,286
-6040.395646980788,287
-4880.835859428478,288
-810.4070363840432,289
-5306.447586607268,290
-219.6686279853664,291
-500.0002669614659,292
109.93227298097206,293
35.64411038314866,294
-924.9562674108117,295
-2143.241629703027,296
-1834.3172985153533,297
-3352.59642442396,298
-311.8857815339783,299
-5164.945782871139,300
-6742.738694383587,301
-1597.3615611109094,302
-15.739283906272764,303
-2032.5395075003091,304
-2647.3679342770506,305
-1730.757698659878,306
-3447.165751762315,307
-2819.397408264731,308
-6212.727997649927,309
-12389.685330127773,310
-522.327415089261,311
-3479.6074453815613,312
-1555.0028875416122,313
-2908.0103880017464,314
-3141.6303632669383,315
-571.5470575282849,316
-119.3378929343013,317
-413.78166548754626,318
-468.0375706334903,319
-1487.7228208225538,320
-363.60112666016516,321
-1598.4171297501548,322
-5546.0972770444605,323
-5634.871978394425,324
-1609.3454970916341,325
8.461046964814058,326
-3315.4925832918407,327
-4383.394246834848,328
-4515.88374064088,329
-2253.0573068155754,330
842.5315180988881,331
-2176.1221147830047,332
-1271.2753792093874,333
-1272.7532731201802,334
-2647.1562725778736,335
-4082.5824352364198,336
-74.67617749964923,337
-255.8078411732663,338
-1913.1741079008675,339
-2590.1906763479274,340
-261.80304348903644,341
-282.02776510951645,342
-1546.9193411889873,343
-544.2417767309353,344
-2067.188063189254,345
-1552.4711085045421,346
-1142.6383760102158,347
-1701.4813783505565,348
-5567.513489054523,349
-1869.0201160329339,350
-1828.728001096252,351
-4330.492332206008,352
-5398.563749615652,353
-2466.7497557366846,354
-948.9346277942325,355
97.80019932815576,356
-5061.9417224367635,357
-1046.2525345380736,358
-413.71426567499685,359
-594.6230803526485,360
-730.4321141291186,361
-1174.7141295057822,362
-717.6586044364627,363
-1698.026265726709,364
-1389.390493151801,365
-3351.548818969105,366
-4079.5848451665493,367
-3260.7618309359927,368
-2639.785458888026,369
-6060.500961876825,370
-3003.1439448725937,371
-1015.3373799492276,372
-4850.157335205075,373
-4514.909126924207,374
-14.500624239593053,375
-1942.6572077267147,376
-2675.658011402681,377
-1092.1904279262435,378
-2905.6089846118816,379
-48.13065260298909,380
-665.6100976499655,381
-1500.1993499259227,382
-1161.0532484568018,383
-461.64068752682317,384
-697.3494192141377,385
-210.06937246690356,386
-2760.9264298589023,387
-2069.316507410653,388
-2457.6296222481674,389
-1008.9550893750462,390
-1739.0788726106605,391
-929.5812564084541,392
-901.7409156077722,393
-3868.362548742969,394
-2983.636715711054,395
-2159.365145082593,396
-2277.7600143008794,397
-3583.8871750842986,398
1.3972765944294883,399
-1826.736205337788,400
-1175.7280220611722,401
-8470.545573140984,402
-563.2940317749188,403
-2703.839762753147,404
872.4995955916544,405
-6438.413199468999,406
-1346.459718970674,407
-1323.2626924448757,408
-2358.6055335440333,409
-2214.0559699369455,410
-730.9309969235532,411
-1632.2261400393652,412
-3881.303708494897,413
-2605.283844431919,414
56.38741455702929,415
-762.2931140057557,416
-2106.688413927349,417
-4314.376044803683,418
-7879.283249183374,419
-6637.77933005723,420
-423.0639549195242,421
-3510.955981210721,422
-4327.678042860889,423
-1604.9974907846163,424
-1053.640796453541,425
-1193.1487840804684,426
-4263.418352645685,427
-5492.8158889359,428
-12080.384136919722,429
-2700.3737533461695,430
-4286.086213443276,431
-5086.1762594068005,432
-6110.5281005678235,433
-5519.65806733345,434
-1293.5942453876833,435
-7430.513832793397,436
-2859.617587531048,437
-2846.4427329603122,438
-5993.195270299891,439
-2826.7749409625735,440
-971.0989572059912,441
-2795.778739070619,442
-7379.957107237313,443
-360.3648547629505,444
-1817.6544086297786,445
-1191.654768239449,446
-7607.49534876168,447
-1941.1239553709152,448
-5093.4022759396285,449
-8476.206899374203,450
-3579.7538332158747,451
-1007.639482422831,452
-655.1812481215835,453
-4069.9257784777355,454
-4276.844658934925,455
-2910.5012004903715,456
-2424.5980193967525,457
-3018.159702873027,458
-588.0858914557361,459
-1098.3616788723168,460
-2436.077549958676,461
-222.72378787349763,462
-1262.6812458611364,463
-2652.8736119866153,464
-845.1506401695164,465
-965.7133607888246,466
-5552.272346552478,467
-3787.0203697158554,468
-3497.838117795047,469
-344.98200755753953,470
-4447.887198972303,471
-18058.888301599804,472
-6096.493897206289,473
-12524.704479521168,474
-2192.854799781656,475
-2016.3106148522163,476
-2966.525073585731,477
-6875.978114766113,478
-5270.418245937269,479
-2237.2602009921507,480
-3446.549269369858,481
-7897.6196816434795,482
-962.5014201913552,483
-1011.8807594300745,484
-276.7709732680106,485
-411.5569775751733,486
-3877.0204492987546,487
-7200.521874997522,488
-5001.582301465643,489
-4437.820778411178,490
-4112.808421218377,491
47.18814129850142,492
-5693.053497969086,493
-3279.397366018217,494
-6888.246146822777,495
-362.6482442731481,496
-3246.9619966968553,497
-2481.399069890216,498
-1107.280192511562,499
-2965.129246056689,500
-10602.843843705234,501
-4139.339889980299,502
-358.178411747683,503
-7201.422579994201,504
-1530.949510298573,505
-2596.771262808047,506
-6875.530115271846,507
-1168.68501442104,508
-2731.0932621576626,509
-2444.2100825867597,510
-2234.2203931969916,511
-2769.9437381223875,512
-7182.63716139775,513
-3331.772860249613,514
53.82260555710706,515
-3278.2087889817326,516
-2506.634007520954,517
-4522.613141841948,518
-14165.904789638578,519
-5139.76582935799,520
-631.9607172273359,521
-128.16469257582884,522
-2756.176543426691,523
-1990.7326124686754,524
-4422.8380815690425,525
-3696.6220857247104,526
-2433.3786058432183,527
-13255.72832156244,528
-798.9593929622025,529
-4626.3004887670595,530
-1.7793906386024672,531
-406.03604420755465,532
-1217.6315686308164,533
-2743.8358710894267,534
-4117.866300788197,535
-3879.708050250296,536
-1037.1116750625506,537
-17806.786400284487,538
-4272.753055503005,539
-3236.503261381965,540
-1523.3485870375173,541
-481.9952928621234,542
-1001.0583785604175,543
-207.1742915697451,544
-6442.970768598121,545
-846.4526938918282,546
-9182.29669208077,547
-80.70858743368105,548
-4943.061980374899,549
-2450.045635979065,550
-947.0829502196333,551
-15495.442817752506,552
-2617.43379877723,553
-648.8135799422007,554
-823.4509436878866,555
-2700.068645171937,556
-1478.6015566000656,557
-2177.7126901735196,558
-2683.4453192245555,559
-1581.1169481899124,560
-777.2699001021908,561
-810.2404038614501,562
-23203.402013580533,563
-2742.431720790423,564
-2950.002440686378,565
-2316.5210393028424,566
-338.99670136816746,567
-3190.1860069618738,568
-15344.921401666334,569
-4523.367304234071,570
-1920.2896195701944,571
-7395.718900141527,572
-1124.910505673566,573
-863.3385456525534,574
-1750.2411982134943,575
-2558.4449123300024,576
-261.6586391963867,577
-3165.599613936187,578
-979.1954989515975,579
-1109.7122820972982,580
-2823.5568018977956,581
-3138.877949642165,582
-124.66062613135747,583
-357.2508837503841,584
-4126.041669142793,585
-1679.5693036603195,586
-2680.8301352476196,587
-10767.361299140517,588
-9348.49456048994,589
-2763.045980226733,590
-6221.907403407934,591
-5009.440475303777,592
-933.6243650657566,593
-3830.6414618847843,594
-1469.4789221254225,595
-4118.653566284259,596
-3163.9951284978833,597
-3875.475788122708,598
-70.84448120996606,599
-2357.995109251723,600
-8314.202676151746,601
-11657.881462433888,602
-1785.183894293246,603
-2092.469916550718,604
-4027.4377691055984,605
107.51723559878626,606
-43.04991506020667,607
-746.1158747818292,608
-3353.1848863673636,609
-713.0621111131245,610
-115.08122487348129,611
-521.4442892189097,612
-3160.626120254563,613
-1041.3830179951685,614
-946.9284634014379,615
-3316.7515510126495,616
-3626.5985167386593,617
-3632.365645595568,618
-1104.3119886543714,619
-6313.918532498301,620
-5888.558555872697,621
-6227.913664002816,622
-3786.97604267413,623
1468.0584324400345,624
-361.06100474090505,625
-5914.683218082167,626
-5040.042407868461,627
-2523.3237387598165,628
-1783.1644282953305,629
-6483.771281693309,630
-2275.599224040865,631
-2995.829327175328,632
-4434.236287025148,633
-1280.342531026388,634
-3853.4246899921764,635
-2193.098590553568,636
-4407.08576501969,637
-3523.2337969654077,638
-1777.5399653124175,639
-7852.099700508822,640
-4750.544370607094,641
-1778.014233774077,642
-3746.6768440594205,643
-1849.2586428267184,644
-1331.7711866645282,645
-749.8847685836348,646
-2064.978134741913,647
-102.83303857713963,648
-3803.5058756831118,649
-2183.4477260831954,650
-492.75393832710347,651
-1225.9926256701278,652
-3720.17294614141,653
-4223.433878387322,654
-5934.663257761856,655
-14213.238180767252,656
-7291.437022804433,657
-6473.182485070564,658
-8758.281104731615,659
-6462.006358031258,660
-1275.0356334398737,661
-721.3990403009649,662
-2887.272338372969,663
-6031.0542016051295,664
-5421.365416884619,665
-622.9998329228381,666
-737.6104388828586,667
-7014.619378517514,668
-511.97248191167097,669
-6951.970126265643,670
-3722.791085687851,671
-1468.9501773466388,672
-129.5989755484405,673
-1065.7004323752437,674
-1403.7273662417576,675
-435.44942683394294,676
236.479979169932,677
-6543.568744699966,678
-2466.0598788454317,679
-3788.0642673623624,680
-272.5402952440841,681
-4919.768982192418,682
-1726.9304358646623,683
-2890.4034210119858,684
-2036.9745433140145,685
-1401.7058097807528,686
-2011.7498732521262,687
-623.019597468409,688
-3037.4263077991404,689
-2769.938220916039,690
-684.6537664117552,691
-755.0895655649757,692
-5662.830574062178,693
-12746.914719984581,694
-5636.092028257126,695
-2105.086261782208,696
7.540218692377754,697
-1473.7448693352135,698
-1082.4197869237164,699
-300.966442478663,700
-1789.679343276531,701
-601.5159472654018,702
-260.62708375211923,703
-2867.723284242306,704
-4564.303091467284,705
-963.2967361066081,706
-860.9133510413108,707
-1008.9557762742411,708
-1025.4833163081894,709
-6460.094841301126,710
-2366.5727368557027,711
-6311.601437699627,712
-229.724569765749,713
-242.82414372988106,714
-3584.4446539496707,715
-801.9414422902865,716
-786.2007539008148,717
-1005.5806299921096,718
-2799.1726025984312,719
-1480.8115356991082,720
-1101.4534482630868,721
-1475.804574752805,722
120.84498789932097,723
-4899.542080354884,724
-2865.9533555150188,725
-755.0613679422769,726
-6871.897123169791,727
-943.6734332929653,728
-110.00351247106975,729
-1284.5841543875774,730
-4829.1217397829605,731
-2223.5015973282025,732
-2625.6548216001133,733
-2387.3247933024522,734
-3360.4166441807547,735
-1821.021788051644,736
-3776.2769528030135,737
1662.3970122719647,738
-1167.3146683599655,739
-1099.1223759411707,740
-5224.882081614219,741
-3010.145174362693,742
-6879.1951890528635,743
-1077.7183644169452,744
-639.0976990046411,745
-1984.224172664067,746
-1459.7227808523528,747
-5738.258584004443,748
-2445.2106847813593,749
-339.59766174231817,750
-2451.9151444901045,751
-1762.3507533185336,752
-3828.4405737713546,753
-2074.5396082531174,754
-8888.721898943431,755
-411.99585333431844,756
-426.12725916544423,757
-4822.888413117764,758
-4046.3264556123345,759
-102.10275291984536,760
-1291.4593155670082,761
-1957.788415749669,762
-297.81428970155616,763
-966.9897035859966,764
-1263.1365537485042,765
-1023.7500232479525,766
-198.45198438893533,767
-4230.885839049405,768
-5972.926084352246,769
-599.1272864412123,770
-7924.122714130967,771
-1809.783137465411,772
-2026.297022335674,773
-287.1499087388456,774
-6091.704645192792,775
-1657.7442384343808,776
-554.8301951814864,777
-556.1119647576521,778
-1254.5276223637907,779
-1910.224149019665,780
-1482.2865468014597,781
-1627.519173786071,782
-367.473647356179,783
-455.31958664742234,784
-1779.6015206926252,785
-984.9771731948192,786
-3908.126171671288,787
-264.87374773235615,788
-2952.7418005517593,789
-3212.1320678545303,790
-5671.522736240111,791
-7731.791479647213,792
-509.39194465416244,793
-6222.175075507359,794
-1622.6264088006453,795
-4364.451950215488,796
-1157.3287847624647,797
-4679.041826885773,798
-799.8422984930282,799
-438.2564320936447,800
-1139.8500786048423,801
-687.9711997225116,802
-2706.104147391998,803
-1479.8047442134484,804
-3145.891979972525,805
-8878.470244000533,806
-975.5868591666093,807
-2014.782740585079,808
-3509.4225359546094,809
-3731.004101554464,810
-3439.8238820770816,811
-2060.940004639429,812
-5098.6344668690845,813
-3272.6647163871758,814
-157.24750007864833,815
-4622.796752291846,816
-2341.115492001876,817
-684.3604585030282,818
-9618.648439935658,819
-2280.7741772457084,820
-3184.612756461045,821
-385.89411146582705,822
-6982.9817602758,823
-11899.031379391625,824
-3868.97888785011,825
-16353.53789579994,826
-7248.976084179485,827
-806.4831436040822,828
-1040.6983598054014,829
-934.4834797318819,830
-13573.282670467801,831
-4841.532590920881,832
-1938.077103675889,833
-2390.2030542538982,834
-519.9865605494762,835
4.781505745818507,836
-949.0683699696284,837
-339.6248597546625,838
-12487.238366145397,839
-513.7444287656294,840
-2962.2934448883834,841
-4249.787937982626,842
-8795.951935136824,843
-1100.5066369108886,844
-1456.4758584700726,845
-993.3916624868433,846
-2240.5131058248253,847
-2477.3077092128624,848
-2523.8625115242617,849
-6678.625556415502,850
-1386.1122883449736,851
-4168.379811628991,852
-3640.240315570775,853
-336.68316637297454,854
-14026.383917798072,855
-1267.1706178126112,856
-347.4495845814736,857
-3030.0870886380308,858
-280.5415178037647,859
-101.41631702804234,860
-2108.982873042744,861
-6571.674741700828,862
-800.6825792549924,863
-3645.9863420119345,864
-2284.13154710872,865
-2704.5899847417563,866
-642.9999448283972,867
-3009.043218449683,868
-2211.5586419744654,869
-1997.662989063454,870
-5828.184223475641,871
-3563.839144777648,872
-1966.5372412741692,873
-4111.012913752967,874
-1519.4052671074303,875
-2689.5175908978754,876
-2255.9198249739397,877
-7275.407535963301,878
-3205.9170291642113,879
-2315.78702806056,880
-3182.0041891023257,881
-1909.770626325692,882
-11058.51289633096,883
-4423.655658974362,884
222.62344301748593,885
-1629.5501204577884,886
-3396.945676700049,887
-590.1949752019175,888
-390.3295673878498,889
-2582.43310823817,890
-3167.433772314551,891
-1026.5176217888718,892
-3401.6228762384676,893
-4208.8748751404455,894
-132.24831289734928,895
-3561.8633802178265,896
-2558.819908870908,897
-3173.0174798902717,898
-4537.816139387646,899
-2270.1292486689917,900
-140.2215711147703,901
-616.4274853202047,902
-159.68803105187231,903
-4351.529471901271,904
-3375.150246549764,905
-4757.099035080859,906
-5103.231609051814,907
-1773.82483137306,908
-2117.951774749819,909
-3665.1416654143723,910
-2613.8672931976016,911
-4257.394543079277,912
-2440.9675508387445,913
-4538.9941150896475,914
-618.4520222253518,915
-751.3899280735701,916
-3315.4259172578263,917
-9248.815548111628,918
-1200.6499037694239,919
-4204.658203771054,920
-1367.4428296750339,921
-5886.597358733532,922
-5166.816505880698,923
-1570.6789207266693,924
-483.0399360901312,925
-455.27442599140056,926
-1785.2314806681632,927
26.259714459532265,928
-708.4564366496043,929
-2703.6581148576797,930
-21069.866194894727,931
-2204.1907213608765,932
-3395.2573280161705,933
-7129.457454922102,934
-2069.6880365552324,935
-2445.556308034108,936
-3370.1184000072276,937
-2519.429346324496,938
-2388.47858678941,939
-1114.0433983804076,940
-390.5352286032555,941
-7669.520997915251,942
-1270.9047787024172,943
-1142.9310152221838,944
-1049.3861940821087,945
-2138.514476356191,946
-1504.7784022323158,947
-3233.482484540648,948
-6923.826188490532,949
-2998.4677039481794,950
-2885.020760578968,951
-703.1612035640889,952
-432.801361810674,953
-4434.723086769469,954
-1783.5881744660749,955
-2693.773803068621,956
-3828.178006900754,957
-912.912463027368,958
-36.4929270107123,959
-802.6355818960782,960
-393.05162218226974,961
-743.9494807947563,962
-1558.3403083022945,963
-606.7310948007984,964
-915.4623456637036,965
-3098.864333005326,966
-251.4524413883915,967
-4738.006106065986,968
-6082.413899466869,969
-3950.133250762071,970
-1134.6797681325284,971
-6773.800748330905,972
-725.5429972129812,973
-5812.564562038921,974
-2851.0608797450145,975
-6042.687934547631,976
-238.91878302872823,977
-843.109027490993,978
-6669.006269593213,979
-1991.1939739858985,980
-825.5788634344791,981
-5055.550364993815,982
-3503.0797450162463,983
-12204.748741071535,984
-641.1781292869152,985
550.339221500657,986
-2146.1955393486583,987
-3005.4345879034595,988
-319.0810963820134,989
-2873.1328607805985,990
-1911.4293583196131,991
-13868.196855929333,992
-3881.8905548135053,993
-1736.2102607218494,994
-1084.3400063256568,995
-1339.123067803597,996
-664.6966385254327,997
-613.1304980560187,998
-1190.69315173709,999
-1470.625351042601,1000
-4922.0391742805205,1001
-2809.9581913307265,1002
-5188.297993625017,1003
-2184.594277536648,1004
-387.0205420886796,1005
-2851.836631633452,1006
-2369.8246267154536,1007
-2449.221497471367,1008
-1898.5793427727401,1009
-3004.105637309821,1010
-923.9501886421674,1011
-4193.154749947414,1012
-2915.1467049979537,1013
-1476.2109012854175,1014
-2526.0324152330345,1015
-588.2344000145625,1016
45.47750165089144,1017
-2045.0520835164732,1018
-1106.0475373967877,1019
-1803.2261343415046,1020
-1823.8335941604657,1021
-3003.764958379114,1022
-462.93783428692444,1023
-2397.23158276116,1024
-1063.2917747843871,1025
-14838.194221232761,1026
-2235.516716790899,1027
-2278.7509407710454,1028
-2050.955508117841,1029
-1242.5465778449527,1030
-198.75279292336808,1031
537.68517639718,1032
-6774.899807166226,1033
-1037.603018437285,1034
-3109.625434221539,1035
-12198.580006685213,1036
-4431.894539246306,1037
-5458.763127546097,1038
-5472.829025007192,1039
-787.6665187178214,1040
-5226.423752757277,1041
-6982.906506110413,1042
-10424.457985788913,1043
-5884.986507517118,1044
-93.74542471820057,1045
-1935.4691901840981,1046
-4164.4908578391105,1047
-742.0679425912718,1048
-490.61568583407103,1049
-4941.94006635126,1050
-1078.0180820581666,1051
-778.7268621554584,1052
-3148.0521603989196,1053
-2868.2783756175663,1054
-2857.1182071981307,1055
-1216.3411482860063,1056
-3081.1096709157337,1057
-686.7385235041289,1058
-3732.022784577716,1059
-3063.6027342746593,1060
-2582.7161384721285,1061
-632.0229643713191,1062
-756.152432957756,1063
-1269.5680617245796,1064
-10.303791300003995,1065
-734.8680289850037,1066
-646.7810474186517,1067
-710.5797954904992,1068
-417.9970346419292,1069
-4180.920959211034,1070
-372.3665615612104,1071
-1251.000745611316,1072
-2306.9611673795625,1073
-4203.811317539608,1074
-3138.5053795898816,1075
-1448.5893342317986,1076
-4625.484651053485,1077
-2380.8889458098706,1078
-3390.9989623111537,1079
-4840.405219730098,1080
-3944.8898744741027,1081
-2980.0826434236888,1082
-1114.9018435167452,1083
-226.78873848625122,1084
-4629.5665132593185,1085
-3519.660273101271,1086
-6123.861792098154,1087
-1602.6272443999344,1088
-957.9923526147214,1089
-280.12205438728813,1090
-2122.8158305298243,1091
-2061.307962482376,1092
-1358.694380382358,1093
-55.401394568832025,1094
-282.8805152681696,1095
-898.9069015347541,1096
-3231.1047745636074,1097
-1498.5579235682478,1098
-4157.271250549518,1099
-3239.5891199095668,1100
-2018.4960968577977,1101
-6300.076898005162,1102
-8652.144432712077,1103
-2111.445724329746,1104
-1377.107182331061,1105
-4880.100527711322,1106
-962.1645333631675,1107
-1331.3981743640704,1108
-8097.729804262475,1109
-3023.7152075164104,1110
-1867.2817956959707,1111
-8618.755377814141,1112
-2351.53839749189,1113
-4757.871204286382,1114
-2361.1621553227624,1115
-1069.1031221583355,1116
-695.3185966984721,1117
-1130.1456469635914,1118
-1102.5092742807217,1119
-3506.6060080679867,1120
-14418.359649902759,1121
-1947.934403297012,1122
-5298.558162685647,1123
-950.8574455580573,1124
-2077.680532999505,1125
-130.47081974471485,1126
-1454.4606165239425,1127
-379.4995469801125,1128
-1590.8492193035918,1129
-1749.110462891226,1130
-248.51595836960672,1131
-2526.082770330968,1132
-1162.2118875883918,1133
-3183.850500275462,1134
-3196.5543603258725,1135
-2566.3595089722417,1136
-2446.731918951435,1137
-64.92212000037428,1138
-1406.2981034268741,1139
-3060.5293253652044,1140
-964.993847767706,1141
-1534.939237426964,1142
-2835.604460467666,1143
-1563.8479327513414,1144
-2994.8926879364817,1145
-4811.0546905050505,1146
-4004.583850521575,1147
-485.37439403259043,1148
-3505.3423733263558,1149
-1651.5036190224662,1150
118.7870337281215,1151
-1054.5147190048372,1152
-3350.359263484335,1153
-1657.438013798671,1154
-7864.5805061238925,1155
-760.3455784750371,1156
-6.496230120710745,1157
-17104.415537555753,1158
-2091.2902321328615,1159
-4758.549479461204,1160
-1458.4650276671941,1161
-2479.667315902176,1162
-3034.3953771756323,1163
-1.9367616522612594,1164
-1684.1728265286156,1165
-2018.0833340930005,1166
-3716.2588395326084,1167
-8999.674062157326,1168
-4468.392609799674,1169
-3428.3192678101436,1170
-375.4616860726682,1171
-1886.2865700637703,1172
-5258.166235355853,1173
-3197.606292208079,1174
-1490.7139900438128,1175
-1742.0020883454724,1176
-5127.4466127989535,1177
-1046.8653275287347,1178
-3559.541189885293,1179
-677.9403819426502,1180
-311.0040624761473,1181
-1152.5140677563038,1182
-1443.185400755304,1183
-1198.1968159126375,1184
-1156.8368645073795,1185
-1686.8940134883594,1186
-729.0190369644351,1187
-2794.6541269839113,1188
-89.75000488485597,1189
-82.10914724527602,1190
-841.4808139769934,1191
-2677.359542019281,1192
-3644.244085489789,1193
-3342.342764478758,1194
-1639.024102491797,1195
-5294.943437069822,1196
-4166.215934199893,1197
-2671.6241306940365,1198
-115.39011955435697,1199
-441.63571031869617,1200
-1944.9188092893232,1201
-4954.519239704692,1202
-3760.9175204364205,1203
-1412.4263180823657,1204
-1818.7778201019426,1205
-2355.4374578021875,1206
-5527.427572195449,1207
-996.4991527256715,1208
-911.262171591232,1209
-5604.14690333029,1210
-2348.6547833692293,1211
-1108.403581166988,1212
-2827.940850322019,1213
-7450.30084761334,1214
-352.42234771488313,1215
-11438.027880592783,1216
-3893.740025537322,1217
