Id,Predicted
306,-375.9270105440762
307,-5091.874763893118
308,-1843.8214024962913
309,-31.46620161184864
310,-20.406358019505507
311,-34.14585774940912
312,-19.327613206126447
313,-2843.4488258349975
314,-57.63592907082901
315,-100.98884885822359
316,-1078.1953771255128
317,-855.1260023921778
318,-132.5467331237489
319,-2237.454721668449
320,-1108.932429119254
321,-26.238547426842274
322,-334.1092541206022
323,-7454.788442473764
324,-8528.132497223633
325,-5960.408971124865
326,-25.85129406105614
327,-2254.9883788360094
328,-3722.0614581492114
329,-2779.1107017270942
330,-9692.496428331653
331,-10558.643910835479
332,-548.6001920127782
333,-284.52779598381636
334,-4302.14516844438
335,-18.459299880965332
336,-3761.3401023148904
337,-2003.2952025993552
338,-18.081204296529318
339,-6384.361385363411
340,-1295.2400250724452
341,-5251.262861370503
342,-3433.328230371075
343,-3210.4415109611537
344,-2884.5058646886173
345,-7.5011203609018775
346,-3772.338712818208
347,-3514.209403939542
348,-37.64499263579482
349,-8512.450146251223
350,-118.57744063921909
351,-3581.5701003687054
352,-223.54029968085976
353,-220.1113637424537
354,-1613.4342528333339
355,-1917.7246385252135
356,-3639.7523361558815
357,-4897.056649191719
358,-1541.9338020330574
359,-9.652019299179262
360,-8.048231405224161
361,-942.9133354249931
362,-1684.4899266692498
363,-19.836302951734694
364,-104.10508049884817
365,-1444.0333245808538
366,-8009.656696061257
367,-3836.778768400864
368,-547.0968058211408
369,-8680.147479080428
370,-4348.196745871609
371,-3051.3340644595564
372,-1651.5593609934626
373,-34.708256595990456
374,-6632.696750685948
375,-1978.1712090892042
376,0.03721672377899893
377,-1019.2344676307595
378,-4067.0139700330747
379,-3424.932984943797
380,-5.838857493458528
381,-5.689093710272033
382,-37.24217612303673
383,-7551.0636011900315
384,-2002.1658321006441
385,-982.2495065449674
386,-5300.8613681828565
387,-1290.5069176919212
388,-73.39764331404261
389,-40.72222843270453
390,-94.52909455516257
391,-4330.331439344915
392,-3199.3412949981766
393,2.012283763235721
394,-8705.535713028437
395,-2791.338150540845
396,-0.6083692310635507
397,-2351.397014645993
398,-0.7728383596416228
399,-2267.3871374298205
400,-367.2062489575577
401,-1885.927722800502
402,-293.588934223597
403,9.198410850345326
404,-18.069931387856755
405,-93.56100152531246
406,-7665.39037667109
407,-816.4649258393803
408,-2601.7762385824726
409,-10.557349221417823
410,-2517.136942162338
411,-7153.712836006797
412,-2395.595413483692
413,-100.52034341870547
414,-4677.629087116307
415,-585.1057415757241
416,-76.30971761762457
417,-1817.900832761809
418,-2074.9117414754564
419,-1418.6578387972456
420,-4499.190128273642
421,-1540.5857755507957
422,-2418.5325540819144
423,-15086.826206500453
424,-24.922463575548193
425,-1505.2267954409701
426,-218.46879585720774
427,-55.30598491211197
428,-152.00011959203397
429,-10546.095091829291
430,-94.74658694001806
431,-4097.023435877716
432,-2821.834208649432
433,-139.1589385668123
434,-4956.850862563364
435,-3053.580528617424
436,-3850.011605284696
437,-644.8190821723457
438,-48.6196664017111
439,-5809.265799593758
440,-2123.1273229133208
441,-14.814778199899832
442,-44.97476261548532
443,-6155.301393266545
444,-1043.6043183827162
445,-5136.574658384455
446,-1141.4638040952552
447,-6803.199291111118
448,-1214.1202766987499
449,-3688.3214120623966
450,-91.41772338219336
451,-5264.6326751739
452,-581.6153383819715
453,-1745.5003870637395
454,-1206.6092432510545
455,-2491.7557275600834
456,-2990.5226418310767
457,-86.02766612312274
458,-1538.2068061991276
459,-0.3682127411531485
460,-580.0112295578202
461,-166.10948758381016
462,-143.79402780306577
463,-4515.497267806799
464,-8772.420748510875
465,-11954.55197805787
466,9.827527027680581
467,-147.36368767134311
468,-58.40560360363572
469,-5032.8385593250905
470,-78.89385795638671
471,-63.75716467543377
472,-50.31664715118958
473,-5032.685267490731
474,-9586.690563989707
475,-4962.79808915429
476,-1.832760112855338
477,-1597.787138720629
478,-5394.09674221629
479,-47.14466149283863
480,-4469.29962955413
481,-26.59562398393952
482,-4955.733438544799
483,-4864.720314709872
484,-559.7791032576757
485,-2962.131628011757
486,-25.680699127453455
487,-8.231860955887704
488,-148.47351920573473
489,-3606.138218795621
490,-5408.5168669935765
491,-256.5806933036812
492,-1282.9671772764823
493,-10664.761735196565
494,-4813.579713788215
495,-5912.379394046095
496,-2614.733721926906
497,-60.72139927323191
498,0.03343549773792482
499,-535.3355740536349
500,-7293.483938562603
501,-14716.125026895865
502,-6721.153834705019
503,-1853.8049647826058
504,-5920.236744108674
505,-61.657596298030604
506,-11798.004804409984
507,-4934.485364204378
508,-1631.820685286118
509,-12.70065842628059
510,-367.00362371954725
511,-125.35003120632011
512,-9059.09538018419
513,-64.10290843030612
514,-1898.6992257225845
515,-24.691668491607444
516,-2795.910230066179
517,-232.72091427162343
518,1.8467105800756631
519,-8116.883609397603
520,-82.52317477973246
521,-1656.576521580411
522,-1045.8477541390384
523,-177.53137242503541
524,-5100.855081413707
525,-33.15138199555527
526,-3399.403144069085
527,-39.16607605707766
528,-39.472663213545594
529,-210.46943077549878
530,-15.485533052730927
531,-458.65615721440133
532,-4153.659727671645
533,-0.15670033955128063
534,-58.80780137214989
535,-2.838268377793207
536,-6295.1571087729735
537,-60.259642236858106
538,-22667.60193444708
539,-5197.698193405402
540,-47.026826385270944
541,-8570.999102595677
542,-2649.886893588413
543,-5875.506761012528
544,-381.09734977204454
545,-79.1014208653174
546,-2001.7244892563378
547,-5127.0203959243245
548,-201.7635405928114
549,-5729.737872035669
550,-34.09629566368897
551,-268.3306626094373
552,-1176.7006184569186
553,-24.90712743694111
554,2.6505542258108776
555,-20.624500284577813
556,-2635.5244117877214
557,-2125.076514283938
558,-4457.852837315048
559,0.7373699632883913
560,-571.5031281073807
561,-615.8438412343766
562,-4217.228040798816
563,-20926.851980383835
564,-4883.6047259432235
565,-10307.813013793777
566,-4941.053122040685
567,-2146.5195827760294
568,-518.2938888798896
569,-344.0032003322746
570,-1025.0511283046435
571,-4390.091368193215
572,-17115.614707172354
573,-2949.815752200874
574,-28.549745366517786
575,-9621.704788212699
576,-510.6507194066265
577,-127.29523765891327
578,-11804.658643169347
579,-139.99498800402932
580,-12.46201374114278
581,-152.5736574285191
582,-6772.437487606206
583,-135.02831028900303
584,-5725.648754821564
585,-4184.299797617304
586,-3372.17826995753
587,-3329.5712124529864
588,-101.35668173762906
589,-5628.289790352355
590,-11867.795683409284
591,-11060.970813969989
592,-10.687754732081439
593,-40.012113370791305
594,-7999.291017737622
595,-3481.6493997003845
596,-3913.7933096274437
597,-2955.8843230595276
598,-3708.105746169508
599,-71.05114991055905
600,-5220.753100607739
601,-13830.537110221105
602,-201.2239838818
603,-351.27642570210827
604,-5140.430216756388
605,-249.74872588023055
606,-109.28234312038137
607,-6.779554409808225
608,-11.393692242687901
609,-3872.010327990786
610,-1594.051427588553
611,-64.24126672466257
612,-582.61485701792
613,-1041.778649165408
614,-3764.441453588335
615,-2105.406357659339
616,-1998.800154912567
617,-2262.12891392645
618,-4274.335747492654
619,-7239.72351932832
620,-5652.64806478262
621,-7.223541129811673
622,-4678.010756169706
623,-10085.339842645668
624,-79.99958403536779
625,-3.979753835928499
626,-4516.662219525783
627,-452.69026972001956
628,-1922.934770898564
629,-6110.447173802284
630,-6071.052980642259
631,-54.382374638229145
632,-6989.337609301764
633,-142.01407726657285
634,-66.97149947597684
635,-2558.120057567611
636,-8335.268683582257
637,-589.7968892480336
638,-5096.029107304119
639,-1831.9287474613543
640,-180.13143609178877
641,-18447.188393771226
642,-9733.688273774478
643,-576.9017693716327
644,-39.69425311450544
645,-5612.461827239926
646,-879.1697813376961
647,-1274.3572011235535
648,-4244.45763244321
649,-1455.9529709880617
650,-2012.796773252817
651,-1013.4156793586777
652,-36.10931603154127
653,-68.82426847072142
654,-2837.7215823007546
655,-9288.2405070827
656,-22036.00420229229
657,-402.08458808354834
658,-5365.173418052949
659,-28.5189482982681
660,-5.02105819502914
661,-1278.5809070203431
662,-2196.862936200367
663,-4335.727867647106
664,-220.8930220625832
665,-8630.289320240992
666,-243.5956937566697
667,-48.680127150892915
668,-9036.76242542836
669,-3651.2689700070678
670,-4058.692638768029
671,-6763.95631123606
672,-3187.173293817
673,-3181.834249887694
674,-1485.3671592976864
675,-2381.660506083072
676,-86.78468791266546
677,-745.3275172502285
678,-4811.754733055463
679,-0.6559428360982497
680,-28.360575578316237
681,15.641019691297743
682,-546.7022041659739
683,-2647.1823727957835
684,-3408.137644540485
685,-3299.090793169911
686,-6682.601970968656
687,-133.0348613699008
688,0.10435601598578578
689,-3026.8039731634635
690,-207.47153634510903
691,-2131.306827981487
692,-2213.324595222087
693,-19207.716625125366
694,-11771.837397889814
695,-4757.416427249391
696,-2215.465338764581
697,-134.1592544771087
698,-2588.4619265977267
699,0.6324774249478522
700,-913.8874724096185
701,-240.34760994225783
702,-4699.043918158811
703,-193.8829127322786
704,-3764.975950103151
705,-69.32142779894907
706,-3000.705973817279
707,-2090.9442046219842
708,-1.508845675898505
709,-34.3366946708128
710,-10614.433306050661
711,-4583.326224547479
712,-13001.915806517825
713,-75.025746720455
714,-0.6876649082337071
715,-5536.999636085849
716,-3466.518957221839
717,-3393.664379032524
718,-286.02380230697844
719,-6496.035412401515
720,-9784.660585822323
721,-1059.2878542781937
722,-69.08880142837658
723,-107.94553095527748
724,-406.59063228171294
725,-1999.83688453626
726,-6711.251109463624
727,-216.78691372100946
728,0.3947689608791011
729,-26.88911939777587
730,-4.533915715995313
731,-7224.952657307155
732,-3891.8726538025862
733,-8355.320164510194
734,-116.05769570766651
735,-105.86301867065166
736,-3836.664655835007
737,-328.40741350643094
738,-2978.025207879683
739,-29.856775714374987
740,-77.1158064342425
741,-83.9916966719849
742,-1910.0286480518125
743,-9808.320521389393
744,-2492.164724145606
745,-1935.9311514023116
746,-490.70655577269014
747,-3710.8909317005546
748,-9377.327369821416
749,-2759.140367348281
750,-1815.4181291602858
751,-7.272462229871673
752,-4398.782780141416
753,-5346.154142050004
754,-91.90798210280242
755,-72.97343657371975
756,-50.85071870865101
757,-2899.7937539555464
758,-148.39680324403025
759,-548.0549246434638
760,-99.10089660109313
761,-2085.636259765913
762,-251.91832135409663
763,-3509.8172246290596
764,-4584.25018144214
765,-2256.8228078750203
766,-8217.567442663487
767,-5284.928931524738
768,-6841.676318621625
769,-5200.701186965494
770,-601.2165198671465
771,-114.15493155303653
772,-6358.238849575077
773,-134.16446446591218
774,-1760.5753269011127
775,-8468.025189603617
776,-51.28795789870702
777,-3578.7403184340865
778,-164.61419254426707
779,13.853317632188618
780,-2372.7617260236725
781,-0.6081885039887058
782,-16.637741305166795
783,-205.17342056976722
784,-330.95273220235794
785,-1289.906071412484
786,-2021.9161293646291
787,-2865.7746055468006
788,-46.215268341786015
789,-4002.419204000846
790,-44.53595406770482
791,-11908.626869877697
792,-930.7444554372321
793,-937.2254937090162
794,-1330.6707851084884
795,-5490.402196636557
796,-8642.755189681959
797,-6341.235568071758
798,-3118.9848049673706
799,-9324.26771447776
800,-212.36725988153157
801,-9608.51397876072
802,-4006.962463203403
803,-2644.2075129109257
804,-162.18155747515283
805,-880.0889227794245
806,-19619.045370130498
807,-8245.430238011359
808,-171.4316658456686
809,-503.61990690345266
810,-987.2215084231605
811,-12163.871810777164
812,-3871.514336911834
813,-18.05545712533589
814,-7717.806247781204
815,-5467.1812070408405
816,-4937.3348162453
817,-3514.0678985989243
818,-2690.1551530838847
819,-11267.689530867177
820,-99.53099094073333
821,-5898.244539406792
822,-3352.4866401900963
823,-107.57068990388053
824,-8350.61536940292
825,-1294.3120632927405
826,-21964.522907043844
827,-10370.088358645698
828,-773.0403269817793
829,-29.94689490199954
830,-3043.8098979341453
831,-10997.999137774545
832,-17.13544409491331
833,-2119.9170324556776
834,-63.64177940363916
835,-32.955279279857166
836,-3804.3631976968118
837,-2384.7709584288978
838,-1.612055673020139
839,-9466.407851394963
840,-2183.9936586437566
841,-68.53564724285319
842,-28.803421270842072
843,-42.834878189055424
844,-0.0683898181383272
845,-10.683922037087356
846,-2819.9890536219145
847,-3240.862645839642
848,-54.60618073681872
849,-565.8316452092668
850,-567.4060327321566
851,-77.06433716612399
852,-112.05095547535072
853,-5551.389353720695
854,-12.167913563340615
855,-10444.630236654963
856,-1382.0861025406964
857,-2677.689393887139
858,-13503.92846322383
859,-18.063207215580555
860,-4567.45868350983
861,-9260.34697558805
862,0.45610411565728426
863,-37.68889577162485
864,-7.537902099173988
865,20.5720424234251
866,-4524.702841390069
867,-1108.7341050821678
868,-571.5672034399844
869,-1869.027842868674
870,-2308.815123267954
871,-482.0474513775809
872,-374.9246319818035
873,-13.065504032969228
874,-92.19213611303331
875,-3371.279094122681
876,-2574.7403096035364
877,-173.4320935565326
878,-5242.0373143783145
879,-42.66091935849415
880,-13.439834129026616
881,-1713.369714174273
882,-8845.09891381615
883,-9124.640282040491
884,-8739.58473369147
885,-10685.373474630276
886,-2617.875724505077
887,-6190.863405534531
888,-2222.393349348271
889,-1935.8915799726599
890,-47.151852581632184
891,-3857.351608000381
892,-5341.828794541973
893,-5453.695897324685
894,-7977.540684668759
895,-1259.089978053554
896,-3053.0682130147416
897,-5538.724277065228
898,-3524.946739918841
899,-41.908012658125664
900,-2807.3425183902687
901,-1707.5669408919182
902,-2130.4156427863973
903,-1511.5693169542296
904,-90.58485688452129
905,-740.6876454272722
906,-362.3522274925805
907,-337.5652851571929
908,-2890.526245210622
909,-2651.4165409766715
910,-3184.9318742037885
911,-3595.3003194007315
912,-7446.444493568562
913,-0.6498409209420792
914,-52.90431365966318
915,-33.505282785514346
916,-3854.328244073272
917,-5669.600465535928
918,-1231.7459286772646
919,10.23392107361296
920,-10172.487436729793
921,-1906.622414556148
922,-985.7959661748193
923,-7219.212748764209
924,-22.507778825106193
925,-929.7748397378197
926,-177.12945710940562
927,-5456.516323808648
928,-2400.807733908975
929,-1975.9285868031934
930,-2565.064555187341
931,-24049.364253570697
932,-4710.650458141175
933,-1571.0156435936601
934,-24617.501756199017
935,-3754.22947592199
936,-3228.7278320145847
937,-5226.003196932925
938,-236.42125469133506
939,-51.48605851060058
940,-2925.127520212762
941,-100.37803710465226
942,-4230.614397641707
943,-2235.1669845907563
944,-50.566876494203036
945,-412.6551417166296
946,-1877.6171156702903
947,-3108.4482549686522
948,-5520.356265088282
949,-8252.370244805392
950,-475.0643284687533
951,-1980.0994019594464
952,-1706.9871289643688
953,-39.22595568617899
954,-8417.14053448783
955,-0.15192194706927664
956,-241.4785111734232
957,-107.41809360929365
958,-0.7673899037497016
959,-5628.921407075039
960,-3327.3168753619893
961,-1283.6032234323307
962,-14.05721220816402
963,-4487.845687554758
964,-1414.595321914641
965,-1931.9517820714238
966,-0.6732495290153521
967,-2722.1395116164103
968,-7911.516725172173
969,-12944.031384251028
970,-2865.6550164735977
971,4.137093636032211
972,-360.47694644744655
973,0.7155163457720806
974,-3905.905688788104
975,-3746.0831921804015
976,-153.06115906958576
977,-3035.1912406805795
978,-2260.0572162038075
979,-9193.735755321839
980,-3112.6633234422466
981,-2255.6276957823293
982,-6422.9022493541315
983,-8469.999277443363
984,-178.45468108650542
985,-1.1661898391322572
986,-163.84916284757023
987,-2889.0975109150363
988,-6205.993446657353
989,-567.2880313400477
990,-4387.037388920826
991,-717.7793859086349
992,-11390.859532208928
993,-321.4119229202038
994,-0.02837892282172215
995,-110.0037267616027
996,-109.9085018950133
997,0.21075543318838366
998,-70.93633906149287
999,-232.82635822679316
1000,-2225.9423831762288
1001,-6820.865037348279
1002,-2627.119118919872
1003,-9999.539391065944
1004,-218.21784773122607
1005,0.6264721379874076
1006,-38.25066939205672
1007,-0.011279580758561078
1008,-3213.5949306246275
1009,-4168.304769921868
1010,-190.61187290517807
1011,-47.313199141453886
1012,1.0934311520447297
1013,-14.631364055961408
1014,-4893.488958201159
1015,-34.20967635077592
1016,-233.697720327442
1017,-45.89789218938902
1018,-5986.368070045753
1019,-14.758441716952891
1020,-44.093741837493226
1021,-1.317278672254486
1022,-25.647213356046336
1023,-4550.361035634465
1024,-48.920853882156194
1025,-626.7985402098061
1026,-131.3871900969764
1027,-3082.8127351475737
1028,-6274.296959221065
1029,-2537.4575379250236
1030,-1478.9168590093207
1031,-1022.8229958357821
1032,-19.612658607154625
1033,-4325.3357965173545
1034,-3161.1168334129934
1035,-4844.115156486499
1036,-103.43214250973348
1037,-3566.103369693333
1038,-5069.148606746581
1039,-5922.5252311228505
1040,-441.81702421965946
1041,-4972.737133941487
1042,-31.52520049288612
1043,-935.7095430538744
1044,-4840.601735474903
1045,-1450.2824193953654
1046,-1825.7221240310273
1047,-6660.031130351414
1048,-0.28039291640693703
1049,-85.61230344370018
1050,-1051.1714403365343
1051,-2784.589053162373
1052,-6536.98954999321
1053,-7.108321469347286
1054,-119.16277039333377
1055,-7842.255420032487
1056,2.070301106686499
1057,-2201.5257868527965
1058,-2023.2446816182562
1059,-54.249139595193334
1060,-3244.1329613780367
1061,-25.22193961470842
1062,-1300.0015775457005
1063,-1681.2592542878058
1064,-3526.207165324234
1065,-400.4381550660656
1066,-115.015745377782
1067,-5025.687633383106
1068,-26.11035815550688
1069,-2319.5618465233642
1070,-18.064185971643315
1071,-23.85700097991919
1072,-23.02875126797119
1073,-1345.2648324073793
1074,-4535.7001767861875
1075,-513.18973935203
1076,-2573.8887210390108
1077,-5388.462010983617
1078,-2143.544736912515
1079,-205.82655562780621
1080,-2929.559322361499
1081,-15.145196291740465
1082,-5405.094654837492
1083,-1633.7823359399324
1084,0.07986820705940513
1085,-5715.274612329223
1086,-7194.975685971454
1087,-66.11077682499798
1088,-5214.152850373576
1089,-58.69025790873769
1090,-1805.7163608049216
1091,-960.9080615587069
1092,-2639.3152567159545
1093,-1678.4860383153564
1094,-1096.6485254403108
1095,-1838.8787260446577
1096,-3816.848166282974
1097,-155.4948933593608
1098,-2636.611217615843
1099,-120.17231046580287
1100,-6.409138190107909
1101,-49.115191162769875
1102,-14.147545311520496
1103,-5565.97442529638
1104,-167.11183379174525
1105,-1358.0288218103835
1106,-9968.000221684726
1107,-2273.304728021259
1108,-43.945253214348114
1109,-113.92403065169134
1110,-3928.244540566242
1111,-1964.3883940868675
1112,-5119.1538777071255
1113,-4819.721771320168
1114,-2731.455557979702
1115,-237.32072958113218
1116,-21.75340235269936
1117,-24.52064151396459
1118,-54.45947968110581
1119,-3673.9590435578134
1120,-2525.05408240148
1121,-7952.058727895945
1122,-4158.156237479874
1123,-5641.3515831029135
1124,-6948.7257823037735
1125,-1640.6312004437034
1126,1.9414199193449215
1127,-31.304561803587863
1128,-3139.743991600736
1129,-0.3004705990608307
1130,-7573.019406032723
1131,-5157.834805184369
1132,-35.934176140542824
1133,-1757.5101973460276
1134,-456.4120293552546
1135,-9.407522723682025
1136,-22.481898211274096
1137,-4198.31395841451
1138,-2558.2687329014907
1139,-2855.674533396831
1140,-6407.868512772091
1141,-30.066793563967835
1142,-3213.00034504773
1143,-181.97294346789658
1144,-4080.5719146577735
1145,-4430.479161050135
1146,-3711.4479107109855
1147,-190.5577037639747
1148,10.704422004236022
1149,0.6401047442098378
1150,-286.0031153101731
1151,-2559.8397963050297
1152,-2129.601444683788
1153,-2975.5927062682185
1154,-242.02184969634698
1155,-4118.852158536979
1156,0.282878026989136
1157,-6902.184686234817
1158,24.280379927547852
1159,-3100.2839644789196
1160,-4500.236557659813
1161,-6227.848960720776
1162,-1615.254758653345
1163,-2416.2503257893586
1164,-2.6712694702468207
1165,-319.8929384446789
1166,-3016.5552083066755
1167,-76.20929404688597
1168,-4805.86122564646
1169,-3457.2891928807817
1170,-250.5589112879235
1171,-123.38583891942386
1172,-3635.663138824521
1173,-151.77713417457673
1174,-3076.625552592363
1175,-1647.3130740697077
1176,-580.7662088040967
1177,-15847.30263589144
1178,-2597.539298496305
1179,-6104.593088601576
1180,-1904.8335721083106
1181,-1253.0100322031885
1182,-1694.8984222063814
1183,-2520.908317158371
1184,-28.24180041025732
1185,-3664.320200824663
1186,-38.49503113788681
1187,-2599.276324155495
1188,-10224.683109054627
1189,-1180.8314003421797
1190,-2332.061513993729
1191,-3147.031270242017
1192,-560.889817624342
1193,-555.2553159793227
1194,-9.660739025559781
1195,-25.406046220374694
1196,-1917.246332741057
1197,-86.68494402854037
1198,-126.20151290163915
1199,-1945.4456851371604
1200,-1341.368138646642
1201,-603.729562987172
1202,-3618.5395843580804
1203,-3777.8545331345454
1204,-1301.04016838059
1205,-11.187127434500283
1206,-1986.9348116787694
1207,-6546.376599542447
1208,-2234.7518607466213
1209,-1108.5205996417826
1210,-27.15822334161955
1211,-3281.4295256897126
1212,-13.110068390382919
1213,-3971.197551671564
1214,-134.8262095003946
1215,-2503.495016347711
1216,-12084.820774145373
1217,-3491.136385277819
1218,-1256.8343130700664
1219,-75.17515786351073
1220,8.703967605281534
1221,-997.0722405797294
1222,-3493.4762790247264
1223,-1948.537753324549
1224,-2017.0095108335843
1225,-4313.340730444053
1226,-4954.149764325007
1227,-37.054802974943414
