Predicted,Id
-5361.696481363815,220
-4723.7445881951735,221
-4877.77649682113,222
-15478.884466783102,223
-4877.77649682113,224
-2839.432345991222,225
-2839.432345991222,226
-2839.432345991222,227
-6872.276360074925,228
-5361.666663960628,229
-8852.792756642357,230
-2839.432345991222,231
-6814.448605812448,232
-4723.891524823503,233
-2839.432345991222,234
-2839.432345991222,235
-7091.853759313408,236
-2839.432345991222,237
-2839.432345991222,238
-2839.432345991222,239
-4877.77649682113,240
-4877.77649682113,241
-2839.432345991222,242
-4877.77649682113,243
-2839.432345991222,244
-2839.432345991222,245
-5001.149741696134,246
-2839.432345991222,247
-2839.432345991222,248
-2839.432345991222,249
-2839.432345991222,250
-2839.432345991222,251
-6762.088739025083,252
-2839.432345991222,253
-2839.432345991222,254
-4877.77649682113,255
-8704.204189653045,256
-7852.27293665344,257
-2839.432345991222,258
-2839.432345991222,259
-4781.572342457651,260
-2839.432345991222,261
-2839.432345991222,262
-5058.786133490402,263
-5058.786133490402,264
-2839.432345991222,265
-2839.432345991222,266
-5361.666663960628,267
-2839.432345991222,268
-4723.7445881951735,269
-2839.432345991222,270
-4781.540016496532,271
-2839.432345991222,272
-2839.432345991222,273
-2839.432345991222,274
-4877.77649682113,275
-4930.136363608496,276
-2839.432345991222,277
-2839.432345991222,278
-2839.432345991222,279
-4877.77649682113,280
-2839.432345991222,281
-2839.432345991222,282
-2839.432345991222,283
-2839.432345991222,284
-5361.666663960628,285
-2839.432345991222,286
-8923.806134729994,287
-5001.149741696134,288
-2839.432345991222,289
-9130.197910143317,290
-7034.582046765978,291
-7039.493892526043,292
-2839.432345991222,293
-5001.149741696134,294
-2839.432345991222,295
-2839.432345991222,296
-4723.7445881951735,297
-8858.723042592239,298
-2839.432345991222,299
-4781.572342457651,300
-4930.136363608496,301
-2839.432345991222,302
-4934.94771147643,303
-6873.346268537847,304
-4723.7445881951735,305
-2839.432345991222,306
-2839.432345991222,307
-2839.432345991222,308
-4723.715589937836,309
-12956.650148813696,310
-2839.432345991222,311
-2839.432345991222,312
-2839.432345991222,313
-5001.149741696134,314
-2839.432345991222,315
-2839.432345991222,316
-2839.432345991222,317
-2839.432345991222,318
-2839.432345991222,319
-2839.432345991222,320
-2839.432345991222,321
-11684.877843631148,322
-3931.4809192070743,323
-4723.7445881951735,324
-7245.978906164579,325
-2839.432345991222,326
-2839.432345991222,327
-5910.132940187012,328
-2839.432345991222,329
-8586.070326840354,330
-6819.916493287559,331
-2839.432345991222,332
-4781.572342457651,333
-2839.432345991222,334
-2839.432345991222,335
-2839.432345991222,336
-2839.432345991222,337
-2839.432345991222,338
-4723.7445881951735,339
-2839.432345991222,340
-2839.432345991222,341
-2839.432345991222,342
-2839.432345991222,343
-2839.432345991222,344
-5001.149741696134,345
-2839.432345991222,346
-2839.432345991222,347
-2839.432345991222,348
-2839.432345991222,349
-4723.7445881951735,350
-2839.432345991222,351
-2839.432345991222,352
-9561.728210495448,353
-2839.432345991222,354
-2974.0917773304295,355
-2839.432345991222,356
-4781.572342457651,357
-4877.77649682113,358
-2839.432345991222,359
-2839.432345991222,360
-2839.432345991222,361
-2839.432345991222,362
-4877.77649682113,363
-2839.432345991222,364
-2839.432345991222,365
-2839.432345991222,366
-2839.432345991222,367
-7523.384059665539,368
-5361.662479209225,369
-2839.432345991222,370
-2839.432345991222,371
-2839.432345991222,372
-4877.77649682113,373
-9547.042188508292,374
-5361.666663960628,375
-2839.432345991222,376
-4930.136363608496,377
-2839.432345991222,378
-4877.77649682113,379
-2839.6261747523836,380
-2839.432345991222,381
-4723.7445881951735,382
-5361.666663960628,383
-2839.432345991222,384
-2839.432345991222,385
-2839.432345991222,386
-5361.666663960628,387
-4877.77649682113,388
-5058.759422005116,389
-5361.666663960628,390
-4877.77649682113,391
-4781.572342457651,392
-4781.572342457651,393
-4781.572342457651,394
-2839.432345991222,395
-6943.289738162563,396
-2839.432345991222,397
-5361.666663960628,398
-2839.432345991222,399
-8432.367258156417,400
-2839.432345991222,401
-7091.853759313408,402
-2839.432345991222,403
-2839.432345991222,404
-2839.432345991222,405
-4930.136363608496,406
-9465.524056131968,407
-2839.432345991222,408
-2839.432345991222,409
-4781.572342457651,410
-2839.432345991222,411
-2839.432345991222,412
-4781.572342457651,413
-5637.108211743276,414
-2839.432345991222,415
-2839.432345991222,416
-2840.4987486744612,417
-5361.666663960628,418
-10794.932753108786,419
-4781.572342457651,420
-2839.432345991222,421
-2839.432345991222,422
-10918.305997983787,423
-2839.432345991222,424
-2839.432345991222,425
-2839.432345991222,426
-2839.432345991222,427
-2839.432345991222,428
-8756.588602278876,429
-11503.868206961877,430
-2839.432345991222,431
-5361.666663960628,432
-2839.432345991222,433
-4877.77649682113,434
-2839.432345991222,435
-6665.884584661602,436
-5001.149741696134,437
-4781.572342457651,438
-6814.448605812448,439
-5361.618201630541,440
-4930.136363608496,441
-2839.432345991222,442
-6762.088739025083,443
-2839.432345991222,444
-3096.8075685686413,445
-2839.432345991222,446
-4781.572342457651,447
-8704.228735491512,448
-5001.149741696134,449
-6943.289738162563,450
-4781.572342457651,451
-2839.432345991222,452
-4781.572342457651,453
-2839.432345991222,454
-5309.965487151426,455
-2839.432345991222,456
-2839.432345991222,457
-2839.432345991222,458
-5058.718953156575,459
-2839.432345991222,460
-2839.432345991222,461
-2839.432345991222,462
-2839.432345991222,463
-7245.978906164579,464
-4723.7445881951735,465
-2839.432345991222,466
-6762.088739025083,467
-6943.289738162563,468
-2839.432345991222,469
-2839.432345991222,470
-2839.432345991222,471
-13315.978255281168,472
-2839.432345991222,473
-11474.133810790749,474
-5001.149741696134,475
-2839.432345991222,476
-2839.432345991222,477
-2839.432345991222,478
-6943.289738162563,479
-4781.572342457651,480
-2839.432345991222,481
-2839.432345991222,482
-6762.088739025083,483
-2839.432345991222,484
-2839.432345991222,485
-2839.432345991222,486
-2839.432345991222,487
-7039.493892526043,488
-7852.27293665344,489
-2839.4342898395953,490
-4723.7445881951735,491
-2839.432345991222,492
-6665.884584661602,493
-9284.323056994488,494
-2839.432345991222,495
-2839.432345991222,496
-2839.432345991222,497
-5361.666663960628,498
-2839.432345991222,499
-11446.040452699399,500
-12956.648585891813,501
-4930.136363608496,502
-2839.432345991222,503
-6872.120915639161,504
-4877.77649682113,505
-7581.020451459808,506
-4877.77649682113,507
-2839.432345991222,508
-7767.2648929365305,509
-8923.806134729994,510
-2839.432345991222,511
-8852.792756642357,512
-4877.77649682113,513
-2839.432345991222,514
-2839.432345991222,515
-5443.184796336951,516
-4723.7445881951735,517
-2839.432345991222,518
-13388.180449165828,519
-7245.978906164579,520
-2839.432345991222,521
-2839.432345991222,522
-5361.666663960628,523
-5361.666663960628,524
-7400.010814790536,525
-2839.432345991222,526
-2839.432345991222,527
-4877.77649682113,528
-2839.432345991222,529
-2839.432345991222,530
-2839.432345991222,531
-7581.020451459808,532
-2839.432345991222,533
-2839.432345991222,534
-2839.432345991222,535
-2839.432345991222,536
-4878.033806552092,537
-11014.510152347268,538
-5001.149741696134,539
-5001.149741696134,540
-9700.117345994402,541
-5266.210857129119,542
-16044.292766298924,543
-2839.432345991222,544
-6762.088739025083,545
-2839.432345991222,546
-2839.432345991222,547
-4723.7445881951735,548
-4877.77649682113,549
-7964.574373458583,550
-4723.7445881951735,551
-8827.601980366515,552
-5443.184796336951,553
-4877.77649682113,554
-5001.149741696134,555
-5016.121788943222,556
-5443.184796336951,557
-2839.432345991222,558
-2839.432345991222,559
-2839.432345991222,560
-2839.432345991222,561
-2839.432345991222,562
-15478.884466783102,563
-2839.432345991222,564
-2839.432345991222,565
-5361.666663960628,566
-5361.666663960628,567
-6762.088739025083,568
-4877.77649682113,569
-4723.412261108647,570
-4930.136363608496,571
-11375.027074611762,572
-2839.432345991222,573
-2839.432345991222,574
-9336.682923781853,575
-8432.367258156417,576
-4723.7445881951735,577
-6762.088739025083,578
-2839.432345991222,579
-2839.432345991222,580
-2839.432345991222,581
-5361.666663960628,582
-2839.432345991222,583
-2839.432345991222,584
-7303.806660427057,585
-2839.432345991222,586
-2839.432345991222,587
-12608.688403269458,588
-2839.432345991222,589
-11349.83629833592,590
-13396.666241614468,591
-2839.432345991222,592
-2839.432345991222,593
-7576.6222874044815,594
-2839.432345991222,595
-2839.432345991222,596
-4781.544523641047,597
-2839.432345991222,598
-5361.666663960628,599
-2839.432345991222,600
-13384.304924437483,601
-2839.432345991222,602
-2839.432345991222,603
-7245.978906164579,604
-4723.7445881951735,605
-2839.432345991222,606
-2839.432345991222,607
-2839.432345991222,608
-2839.432345991222,609
-2839.432345991222,610
-2839.432345991222,611
-2839.432345991222,612
-2839.432345991222,613
-4723.7445881951735,614
-2839.432345991222,615
-2839.432345991222,616
-2839.432345991222,617
-5479.18500613714,618
-3040.687041748092,619
-2839.432345991222,620
-4723.7445881951735,621
-4723.7445881951735,622
-13317.167071078191,623
-4723.7445881951735,624
-2839.432345991222,625
-5001.186403401425,626
-8704.228735491512,627
-4781.572342457651,628
-6819.916493287559,629
-6665.884584661602,630
-4781.572342457651,631
-6819.358700613536,632
-4781.572342457651,633
-4781.572342457651,634
-5001.149741696134,635
-4781.572342457651,636
-8852.792756642357,637
-4883.851984716707,638
-2839.432345991222,639
-8827.601980366515,640
-12956.650148813696,641
-2839.432345991222,642
-4723.7445881951735,643
-2839.432345991222,644
-4877.77649682113,645
-4723.7445881951735,646
-2839.432345991222,647
-4781.572342457651,648
-4877.77649682113,649
-5443.237175604958,650
-2839.432345991222,651
-2839.432345991222,652
-8976.166001517358,653
-5001.149741696134,654
-2839.432345991222,655
-10918.305997983787,656
-8852.792756642357,657
-4877.77649682113,658
-4723.7445881951735,659
-2839.432345991222,660
-2839.432345991222,661
-2839.432345991222,662
-4930.136363608496,663
-2839.432345991222,664
-8852.792756642357,665
-5910.132940187012,666
-2839.432345991222,667
-11498.400319486766,668
-2839.432345991222,669
-2839.432345991222,670
-4723.7445881951735,671
-4939.851054433964,672
-2839.432345991222,673
-2839.432345991222,674
-5910.132940187012,675
-2839.432345991222,676
-2839.432345991222,677
-2839.432345991222,678
-6885.461983900085,679
-5361.666663960628,680
-5628.277707640741,681
-2839.432345991222,682
-2839.432345991222,683
-6814.448605812448,684
-5361.666663960628,685
-8852.792756642357,686
-2839.432345991222,687
-5361.708433986733,688
-2839.432345991222,689
-11014.510152347268,690
-4877.77649682113,691
-2839.432345991222,692
-13536.744470316673,693
-6762.088739025083,694
-4723.7445881951735,695
-2839.432345991222,696
-2839.432345991222,697
-2839.432345991222,698
-2839.432345991222,699
-2839.432345991222,700
-4877.77649682113,701
-7965.419114306358,702
-2839.432345991222,703
-6762.088739025083,704
-9407.696301869491,705
-2839.432345991222,706
-2839.432345991222,707
-5443.184796336951,708
-5361.67070358524,709
-11654.050653913722,710
-2839.432345991222,711
-4930.136363608496,712
-2839.432345991222,713
-2895.584124612225,714
-4877.77649682113,715
-7400.010814790536,716
-6762.088739025083,717
-7245.978906164579,718
-6762.088739025083,719
-4877.77649682113,720
-9561.728210495448,721
-2893.124878035226,722
-2839.432345991222,723
-15478.884466783102,724
-4877.77649682113,725
-5361.666663960628,726
-4723.7445881951735,727
-6762.085133071822,728
-2839.432345991222,729
-5361.666663960628,730
-11375.027074611762,731
-2839.432345991222,732
-4723.7445881951735,733
-2839.432345991222,734
-5361.666663960628,735
-5361.666663960628,736
-5443.184796336951,737
-6754.973631852747,738
-2839.432345991222,739
-4783.153415474388,740
-2839.432345991222,741
-5361.666663960628,742
-9465.524056131968,743
-2839.432345991222,744
-5361.666663960628,745
-2839.432345991222,746
-5361.666663960628,747
-6762.088739025083,748
-5361.666663960628,749
-2839.432345991222,750
-5361.666663960628,751
-9407.696301869491,752
-2839.432345991222,753
-2839.432345991222,754
-2839.432345991222,755
-4858.796187706624,756
-5898.187951691776,757
-6763.546446604146,758
-11278.822920248282,759
-6092.987211218655,760
-2839.432345991222,761
-5361.669622419795,762
-2839.432345991222,763
-5443.184796336951,764
-5443.183055307272,765
-2844.01566745883,766
-2839.432345991222,767
-4723.7445881951735,768
-4877.77649682113,769
-2839.432345991222,770
-9342.150811256965,771
-5361.666663960628,772
-4723.7445881951735,773
-5443.184796336951,774
-4293.634679831442,775
-7400.010814790536,776
-2839.432345991222,777
-2840.612350755459,778
-10184.772901805538,779
-5071.919700853434,780
-5361.666663960628,781
-2839.432345991222,782
-4723.7445881951735,783
-2839.432345991222,784
-2839.432345991222,785
-2839.432345991222,786
-2839.432345991222,787
-2839.432345991222,788
-5361.666663960628,789
-8923.806134729994,790
-4781.572342457651,791
-13594.572224579151,792
-7948.477091016921,793
-7039.493892526043,794
-4877.77649682113,795
-4877.77649682113,796
-2839.432345991222,797
-2839.432345991222,798
-8756.588602278876,799
-4877.77649682113,800
-9465.524056131968,801
-4723.7445881951735,802
-2839.432345991222,803
-2839.432345991222,804
-2839.432345991222,805
-11503.868206961877,806
-10794.932753108786,807
-2839.5608332752004,808
-6762.088739025083,809
-11497.357601932059,810
-7039.493892526043,811
-2839.432345991222,812
-5001.149741696134,813
-7400.010814790536,814
-2839.432345991222,815
-2839.432345991222,816
-4877.77649682113,817
-2839.432345991222,818
-6968.4805144384045,819
-2839.432345991222,820
-4877.77649682113,821
-5361.666663960628,822
-4930.136363608496,823
-2839.432345991222,824
-8852.792756642357,825
-11014.510152347268,826
-4877.77649682113,827
-2839.432345991222,828
-2867.374566588914,829
-9523.160447926237,830
-12956.650148813696,831
-5001.149741696134,832
-2839.432345991222,833
-4781.572342457651,834
-2839.432345991222,835
-2839.432345991222,836
-4877.77649682113,837
-2839.432345991222,838
-10918.217162301853,839
-2839.432345991222,840
-2839.432345991222,841
-6665.884584661602,842
-4781.572342457651,843
-2839.432345991222,844
-6968.4805144384045,845
-4723.7445881951735,846
-2839.432345991222,847
-2839.432345991222,848
-5361.666663960628,849
-2839.432345991222,850
-5001.149741696134,851
-11498.400319486766,852
-6885.461983900085,853
-2839.432345991222,854
-9033.993755779837,855
-2839.432345991222,856
-2839.432345991222,857
-6872.276360074925,858
-2839.432345991222,859
-2839.432345991222,860
-4723.7445881951735,861
-5001.149741696134,862
-4723.7445881951735,863
-2839.432345991222,864
-5058.786133490402,865
-2839.432345991222,866
-2840.178032629709,867
-6943.289738162563,868
-4877.77649682113,869
-2839.432345991222,870
-2839.432345991222,871
-2839.432345991222,872
-5001.149741696134,873
-2839.434065529534,874
-2839.432345991222,875
-7523.384059665539,876
-4877.77649682113,877
-6762.088739025083,878
-2839.432345991222,879
-2839.432345991222,880
-2839.432345991222,881
-4877.77649682113,882
-6762.088739025083,883
-4723.7445881951735,884
-7039.493892526043,885
-2839.432345991222,886
-2839.432345991222,887
-2839.432345991222,888
-2839.432345991222,889
-2839.432345991222,890
-2839.432345991222,891
-5055.324517894611,892
-4930.136363608496,893
-6943.289738162563,894
-4877.77649682113,895
-2839.432345991222,896
-4723.7445881951735,897
-2839.432345991222,898
-2839.432345991222,899
-2839.432345991222,900
-2839.432345991222,901
-8976.166001517358,902
-2839.432345991222,903
-2839.432345991222,904
-6762.088739025083,905
-2839.432345991222,906
-2839.432345991222,907
-2839.432345991222,908
-2839.432345991222,909
-2839.432345991222,910
-2839.432345991222,911
-5001.149741696134,912
-4877.77649682113,913
-2839.432345991222,914
-2839.432345991222,915
-2839.432345991222,916
-4877.77649682113,917
-11014.510152347268,918
-5001.149741696134,919
-7039.493892526043,920
-5001.149741696134,921
-8923.806134729994,922
-4723.7445881951735,923
-2839.432345991222,924
-2839.432345991222,925
-2839.432345991222,926
-2839.432345991222,927
-4877.77649682113,928
-7245.978906164579,929
-5361.666663960628,930
-15478.884466783102,931
-2839.432345991222,932
-6762.088739025083,933
-15478.884466783102,934
-5361.666663960628,935
-2839.432345991222,936
-4930.136363608496,937
-2839.432345991222,938
-2839.432345991222,939
-2839.432345991222,940
-2839.432345991222,941
-2839.432345991222,942
-2839.432345991222,943
-6814.448605812448,944
-2839.432345991222,945
-2839.432345991222,946
-2839.432345991222,947
-6819.916493287559,948
-10773.973607037895,949
-2839.432345991222,950
-2839.432345991222,951
-6665.884584661602,952
-4930.136363608496,953
-6817.226460702126,954
-2839.432345991222,955
-8976.166001517358,956
-2839.432345991222,957
-2839.432345991222,958
-6814.448605812448,959
-2839.432345991222,960
-8827.601980366515,961
-2839.432345991222,962
-4877.77649682113,963
-2839.432345991222,964
-4723.7445881951735,965
-4877.77649682113,966
-2839.432345991222,967
-6762.088739025083,968
-2839.432345991222,969
-4723.7445881951735,970
-2839.432345991222,971
-8976.166001517358,972
-2839.432345991222,973
-4877.77649682113,974
-2839.432345991222,975
-2839.432345991222,976
-2839.432345991222,977
-2839.432345991222,978
-8756.588602278876,979
-2839.432345991222,980
-2839.432345991222,981
-2839.432345991222,982
-8756.588602278876,983
-8981.633888992472,984
-2839.432345991222,985
-2839.432345991222,986
-2839.432345991222,987
-11375.027074611762,988
-5367.532853989755,989
-6968.4805144384045,990
-11278.822920248282,991
-4877.77649682113,992
-8923.806134729994,993
-2846.0341022025837,994
-2839.432345991222,995
-2839.432345991222,996
-5443.184796336951,997
-2839.432345991222,998
-2839.432345991222,999
-2839.432345991222,1000
-8852.792756642357,1001
-2839.432345991222,1002
-11014.510152347268,1003
-4723.7445881951735,1004
-2839.432345991222,1005
-4723.7445881951735,1006
-5361.666663960628,1007
-2839.432345991222,1008
-5910.0256342465245,1009
-9372.991603745437,1010
-2839.432345991222,1011
-2839.432345991222,1012
-2839.432345991222,1013
-4781.572342457651,1014
-2839.432345991222,1015
-2839.432345991222,1016
-2839.432345991222,1017
-4723.7445881951735,1018
-2839.432345991222,1019
-5001.149741696134,1020
-7219.418639600641,1021
-2839.432345991222,1022
-4930.136363608496,1023
-2839.432345991222,1024
-2839.432345991222,1025
-4877.77649682113,1026
-4930.1352399586085,1027
-4723.7445881951735,1028
-2839.432345991222,1029
-2839.432345991222,1030
-2839.432345991222,1031
-2839.432345991222,1032
-4877.77649682113,1033
-5001.149741696134,1034
-5001.149741696134,1035
-13536.744470316673,1036
-2839.432345991222,1037
-4781.572342457651,1038
-4781.572342457651,1039
-6819.916493287559,1040
-6762.088739025083,1041
-8976.166001517358,1042
-2839.432345991222,1043
-7039.493892526043,1044
-5001.269103340269,1045
-4877.77649682113,1046
-4781.818052871992,1047
-2839.432345991222,1048
-7303.806660427057,1049
-2839.432345991222,1050
-2859.8990575820912,1051
-2839.432345991222,1052
-6762.088739025083,1053
-2839.432345991222,1054
-3071.334172320571,1055
-2839.432345991222,1056
-4723.7445881951735,1057
-4783.798567350697,1058
-2839.432345991222,1059
-2839.6965760363873,1060
-2839.432345991222,1061
-4781.572342457651,1062
-2839.432345991222,1063
-2839.432345991222,1064
-2839.432345991222,1065
-2839.432345991222,1066
-2839.432345991222,1067
-2839.432345991222,1068
-2839.432345991222,1069
-4723.7445881951735,1070
-4914.750811222924,1071
-2839.432345991222,1072
-2839.432345991222,1073
-2839.432345991222,1074
-6762.088739025083,1075
-2839.432345991222,1076
-7245.978906164579,1077
-2839.432345991222,1078
-2839.432345991222,1079
-4930.136363608496,1080
-2839.432345991222,1081
-2839.432345991222,1082
-2839.432345991222,1083
-2839.432345991222,1084
-4781.572342457651,1085
-4930.136363608496,1086
-7303.806660427057,1087
-4723.7445881951735,1088
-2839.432345991222,1089
-2839.432345991222,1090
-13440.540315953194,1091
-2839.432345991222,1092
-5910.132940187012,1093
-2839.432345991222,1094
-2839.432345991222,1095
-2839.432345991222,1096
-2839.432345991222,1097
-2839.432345991222,1098
-4877.77649682113,1099
-2839.432345991222,1100
-2839.432345991222,1101
-2839.432345991222,1102
-4781.572342457651,1103
-2839.432345991222,1104
-2839.4586785196284,1105
-8446.453271605142,1106
-2839.432345991222,1107
-2839.432345991222,1108
-2839.432345991222,1109
-5910.131172508331,1110
-5001.149741696134,1111
-2839.432345991222,1112
-3852.177890897956,1113
-2839.432345991222,1114
-2839.432345991222,1115
-2839.432345991222,1116
-2839.432345991222,1117
-2839.432345991222,1118
-2839.432345991222,1119
-2839.432345991222,1120
-10794.316642503794,1121
-2839.432345991222,1122
-2839.432345991222,1123
-2839.432345991222,1124
-2839.432345991222,1125
-4265.365604728541,1126
-2839.432345991222,1127
-2839.432345991222,1128
-4723.7445881951735,1129
-4930.136363608496,1130
-13440.540315953194,1131
-2839.432345991222,1132
-2839.432345991222,1133
-2839.432345991222,1134
-2839.432345991222,1135
-5361.666663960628,1136
-11503.817146195493,1137
-2839.432345991222,1138
-2839.432345991222,1139
-5361.666663960628,1140
-2839.432345991222,1141
-2839.432345991222,1142
-7452.370681577902,1143
-5361.666663960628,1144
-4930.136363608496,1145
-4723.7445881951735,1146
-4877.77649682113,1147
-2839.432345991222,1148
-2839.432345991222,1149
-2839.432345991222,1150
-4723.7445881951735,1151
-5361.666663960628,1152
-4723.7445881951735,1153
-2839.432345991222,1154
-4936.746103085659,1155
-5361.666663960628,1156
-4723.7445881951735,1157
-8923.806134729994,1158
-2839.432345991222,1159
-4877.77649682113,1160
-9130.197910143317,1161
-2839.432345991222,1162
-4877.77649682113,1163
-2839.432345991222,1164
-5001.149741696134,1165
-2839.432345991222,1166
-4723.7445881951735,1167
-2839.432345991222,1168
-2839.432345991222,1169
-2839.432345991222,1170
-4877.77649682113,1171
-2839.432345991222,1172
-2839.432345991222,1173
-2839.432345991222,1174
-2839.432345991222,1175
-7245.978906164579,1176
-9465.524056131968,1177
-5361.666663960628,1178
-4781.572342457651,1179
-5910.12623835736,1180
-2839.432345991222,1181
-2839.432345991222,1182
-2839.432345991222,1183
-2839.432345991222,1184
-2839.432345991222,1185
-7452.370681577902,1186
-5910.132940187012,1187
-4723.7445881951735,1188
-2839.432345991222,1189
-2839.432345991222,1190
-4781.572342457651,1191
-4781.572342457651,1192
-2839.432345991222,1193
-7091.853759313408,1194
-4877.77649682113,1195
-4781.572342457651,1196
-8756.588602278876,1197
-4781.572342457651,1198
-2839.432345991222,1199
-2839.432345991222,1200
-6943.289738162563,1201
-2839.432345991222,1202
-2839.432345991222,1203
-2839.432345991222,1204
-2839.432345991222,1205
-2839.432345991222,1206
-2839.432345991222,1207
-2839.432345991222,1208
-2839.4859915657876,1209
-10794.932753108786,1210
-2839.432345991222,1211
-2839.432345991222,1212
-4723.7445881951735,1213
-4930.135369094283,1214
-2839.432345991222,1215
-8827.601980366515,1216
-2839.432345991222,1217
-2839.432345991222,1218
-6665.884584661602,1219
-2839.432345991222,1220
-9561.728210495448,1221
-2839.432345991222,1222
-2839.432345991222,1223
-2839.432345991222,1224
-2839.432345991222,1225
-4877.77649682113,1226
-2839.432345991222,1227
-6872.274953745041,1228
-5361.666663960628,1229
-4877.77649682113,1230
-6814.448605812448,1231
-2839.432345991222,1232
-6872.276360074925,1233
-2839.432345991222,1234
-2839.432345991222,1235
-4877.77649682113,1236
-4723.7445881951735,1237
-2839.432345991222,1238
-2839.432345991222,1239
-2839.432345991222,1240
-10918.305997983787,1241
